Time (d), O2 MC1 (%), CO2 MC1 (%), Time (d), O2 MC2 (%), CO2 MC2 (%), pH MC2, DO MC2 (uM), Time (d), O2 MC3 (%), CO2 MC3 (%), Time (d), O2 MC4 (%), CO2 MC4 (%), Time (d), O2 MC5 (%), CO2 MC5 (%), pH MC5, DO MC5 (uM), Time (d), O2 MC6 (%), CO2 MC6 (%)
33.49797,20.84,0.215,33.4995,20.81,0.243,6.59,181.11,33.5009,20.84,0.223,33.5024,20.85,0.214,33.5038,20.85,0.213,6.79,248.26,33.5053,20.8,0.236
33.53968,20.83,0.213,33.5412,20.78,0.247,6.58,176.78,33.5426,20.79,0.225,33.5441,20.8,0.215,33.5456,20.83,0.223,6.79,246.09,33.547,20.78,0.253
33.58138,20.83,0.215,33.5829,20.78,0.246,6.57,176.13,33.5843,20.82,0.233,33.5858,20.82,0.233,33.5872,20.82,0.233,6.78,244.51,33.5887,20.78,0.253
33.62307,20.82,0.225,33.6246,20.77,0.253,6.57,175.37,33.626,20.81,0.233,33.6275,20.82,0.224,33.6289,20.81,0.227,6.78,244.51,33.6304,20.77,0.253
33.66477,20.81,0.226,33.6662,20.77,0.254,6.56,175.84,33.6677,20.8,0.238,33.6691,20.82,0.234,33.6706,20.82,0.234,6.78,244.69,33.6721,20.78,0.254
33.70647,20.8,0.23,33.7079,20.75,0.258,6.57,175.37,33.7094,20.81,0.238,33.7109,20.82,0.228,33.7123,20.82,0.229,6.78,244.51,33.7138,20.79,0.255
33.74816,20.79,0.221,33.7497,20.75,0.254,6.56,175.2,33.7511,20.79,0.238,33.7525,20.8,0.221,33.754,20.8,0.226,6.78,244.51,33.7555,20.77,0.249
33.78986,20.8,0.23,33.7914,20.76,0.262,6.56,175.49,33.7928,20.78,0.248,33.7942,20.8,0.238,33.7957,20.8,0.238,6.77,245.04,33.7972,20.76,0.258
33.83156,20.81,0.235,33.833,20.74,0.263,6.55,175.2,33.8345,20.77,0.249,33.8359,20.77,0.238,33.8374,20.79,0.237,6.77,244.51,33.8389,20.75,0.263
33.87325,20.8,0.226,33.8747,20.74,0.263,6.55,175.14,33.8762,20.77,0.238,33.8776,20.77,0.233,33.8791,20.79,0.233,6.77,244.57,33.8806,20.76,0.253
33.91494,20.79,0.227,33.9164,20.73,0.256,6.55,177.01,33.9179,20.77,0.233,33.9193,20.77,0.226,33.9208,20.8,0.226,6.77,244.69,33.9223,20.76,0.253
33.95663,20.8,0.235,33.9581,20.75,0.263,6.55,176.54,33.9596,20.8,0.233,33.961,20.79,0.233,33.9625,20.82,0.233,6.77,244.63,33.964,20.77,0.253
33.99833,20.79,0.225,33.9998,20.75,0.246,6.54,176.37,34.0013,20.8,0.225,34.0027,20.79,0.224,34.0042,20.82,0.23,6.77,244.57,34.0057,20.79,0.245
34.04003,20.79,0.237,34.0415,20.74,0.255,6.55,176.48,34.043,20.78,0.235,34.0444,20.78,0.226,34.0459,20.79,0.225,6.76,245.92,34.0474,20.75,0.245
34.08172,20.8,0.232,34.0832,20.76,0.261,6.54,176.37,34.0847,20.79,0.24,34.0861,20.78,0.23,34.0876,20.78,0.23,6.77,246.33,34.0891,20.74,0.251
34.12343,20.77,0.244,34.1249,20.73,0.262,6.54,176.48,34.1264,20.79,0.243,34.1278,20.79,0.238,34.1293,20.82,0.234,6.76,246.33,34.1307,20.78,0.256
34.16512,20.79,0.241,34.1666,20.73,0.262,6.54,176.43,34.1681,20.78,0.242,34.1695,20.78,0.234,34.171,20.82,0.237,6.76,246.27,34.1724,20.78,0.253
34.20682,20.78,0.238,34.2083,20.74,0.262,6.55,177.36,34.2098,20.77,0.24,34.2112,20.77,0.231,34.2127,20.79,0.228,6.76,246.27,34.2141,20.75,0.248
34.24852,20.8,0.235,34.25,20.75,0.253,6.54,177.25,34.2515,20.79,0.236,34.2529,20.79,0.223,34.2544,20.81,0.224,6.76,247.15,34.2558,20.77,0.243
34.29022,20.77,0.244,34.2917,20.72,0.262,6.54,177.3,34.2932,20.76,0.243,34.2946,20.76,0.233,34.2961,20.78,0.232,6.75,246.33,34.2976,20.74,0.252
34.33191,20.76,0.236,34.3334,20.72,0.261,6.54,177.01,34.3349,20.76,0.243,34.3363,20.76,0.233,34.3378,20.78,0.233,6.76,246.27,34.3392,20.75,0.253
34.37361,20.76,0.235,34.3751,20.71,0.258,6.54,177.19,34.3766,20.76,0.243,34.378,20.74,0.233,34.3795,20.76,0.233,6.75,247.09,34.3809,20.74,0.253
34.41535,20.81,0.235,34.4168,20.75,0.263,6.54,179.06,34.4183,20.78,0.244,34.4197,20.77,0.235,34.4212,20.78,0.233,6.75,246.45,34.4227,20.75,0.253
34.45704,20.84,0.235,34.4585,20.79,0.253,6.55,178.83,34.46,20.81,0.226,34.4614,20.82,0.214,34.4629,20.8,0.223,6.76,247.15,34.4644,20.77,0.244
34.49874,20.77,0.234,34.5002,20.74,0.246,6.55,176.89,34.5017,20.79,0.225,34.5031,20.77,0.215,34.5046,20.81,0.213,6.76,246.33,34.5061,20.77,0.233
34.54044,20.78,0.24,34.5419,20.74,0.255,6.54,177.19,34.5434,20.79,0.243,34.5448,20.79,0.233,34.5463,20.81,0.233,6.77,247.21,34.5478,20.8,0.253
34.58213,20.79,0.229,34.5836,20.75,0.248,6.54,177.19,34.5851,20.79,0.237,34.5865,20.78,0.227,34.588,20.79,0.227,6.76,246.27,34.5895,20.77,0.241
34.62383,20.79,0.235,34.6253,20.73,0.253,6.53,177.54,34.6268,20.77,0.234,34.6282,20.76,0.223,34.6297,20.77,0.223,6.76,246.86,34.6312,20.72,0.243
34.66553,20.78,0.235,34.667,20.73,0.253,6.54,177.42,34.6685,20.76,0.233,34.6699,20.74,0.224,34.6714,20.77,0.223,6.76,246.27,34.6729,20.73,0.24
34.70722,20.78,0.242,34.7087,20.74,0.256,6.54,176.43,34.7102,20.77,0.243,34.7116,20.75,0.235,34.7131,20.77,0.234,6.75,246.21,34.7146,20.74,0.253
34.74892,20.78,0.238,34.7504,20.72,0.26,6.53,176.84,34.7519,20.75,0.244,34.7533,20.76,0.239,34.7548,20.79,0.233,6.76,246.91,34.7563,20.77,0.249
34.79062,20.78,0.237,34.7921,20.73,0.256,6.53,177.01,34.7936,20.77,0.243,34.795,20.75,0.233,34.7965,20.78,0.234,6.74,246.21,34.7979,20.74,0.245
34.83231,20.78,0.244,34.8338,20.73,0.262,6.53,177.77,34.8353,20.76,0.242,34.8367,20.76,0.237,34.8382,20.79,0.233,6.75,246.74,34.8396,20.75,0.252
34.87402,20.8,0.238,34.8755,20.75,0.253,6.54,177.36,34.877,20.78,0.243,34.8784,20.78,0.233,34.8799,20.81,0.233,6.76,246.27,34.8813,20.77,0.249
34.91571,20.79,0.245,34.9172,20.74,0.264,6.53,177.3,34.9186,20.78,0.243,34.9201,20.76,0.233,34.9216,20.79,0.233,6.75,246.27,34.923,20.76,0.243
34.95741,20.79,0.242,34.9589,20.75,0.26,6.53,178.01,34.9603,20.79,0.242,34.9618,20.77,0.23,34.9633,20.79,0.23,6.76,247.97,34.9647,20.76,0.25
34.99911,20.78,0.235,35.0006,20.73,0.253,6.53,177.36,35.002,20.77,0.233,35.0035,20.78,0.233,35.005,20.8,0.225,6.75,248.03,35.0064,20.77,0.244
35.04081,20.77,0.235,35.0423,20.72,0.254,6.54,177.3,35.0437,20.77,0.233,35.0452,20.76,0.233,35.0467,20.78,0.224,6.75,247.91,35.0481,20.76,0.243
35.0825,20.81,0.236,35.084,20.74,0.254,6.53,177.07,35.0854,20.79,0.235,35.0869,20.77,0.234,35.0884,20.81,0.227,6.75,248.03,35.0898,20.77,0.244
35.1242,20.79,0.235,35.1257,20.75,0.253,6.53,177.01,35.1271,20.78,0.233,35.1286,20.77,0.234,35.1301,20.8,0.223,6.75,247.97,35.1315,20.76,0.243
35.16589,20.8,0.237,35.1674,20.76,0.253,6.53,177.19,35.1688,20.79,0.235,35.1703,20.77,0.233,35.1718,20.81,0.223,6.75,246.91,35.1732,20.77,0.244
35.20759,20.82,0.243,35.2091,20.77,0.262,6.53,177.19,35.2105,20.81,0.242,35.212,20.79,0.241,35.2135,20.81,0.232,6.75,246.33,35.2149,20.78,0.251
35.24929,20.79,0.235,35.2508,20.75,0.254,6.53,177.54,35.2522,20.79,0.242,35.2537,20.76,0.233,35.2552,20.8,0.223,6.74,248.03,35.2566,20.77,0.243
35.29098,20.8,0.239,35.2925,20.75,0.254,6.53,177.71,35.2939,20.78,0.243,35.2954,20.77,0.235,35.2969,20.8,0.223,6.74,248.09,35.2983,20.77,0.248
35.33269,20.76,0.242,35.3342,20.73,0.263,6.53,177.89,35.3356,20.78,0.243,35.3371,20.76,0.237,35.3385,20.79,0.233,6.75,246.27,35.34,20.76,0.245
35.37438,20.79,0.235,35.3759,20.74,0.255,6.53,177.89,35.3773,20.79,0.234,35.3788,20.77,0.234,35.3802,20.78,0.224,6.74,246.27,35.3817,20.75,0.244
35.41608,20.76,0.242,35.4176,20.71,0.254,6.52,178.18,35.419,20.75,0.243,35.4205,20.72,0.243,35.4219,20.75,0.233,6.74,247.73,35.4234,20.72,0.251
35.45912,20.77,0.235,35.4606,20.72,0.252,6.53,178.18,35.4621,20.75,0.229,35.4635,20.73,0.224,35.465,20.76,0.22,6.74,246.62,35.4665,20.74,0.234
35.502,20.79,0.234,35.5035,20.75,0.242,6.55,179.53,35.5049,20.79,0.222,35.5064,20.77,0.229,35.5079,20.79,0.224,6.75,246.33,35.5093,20.76,0.242
35.54376,20.8,0.228,35.5453,20.76,0.236,6.55,178.36,35.5467,20.8,0.223,35.5481,20.77,0.224,35.5496,20.8,0.223,6.75,244.63,35.5511,20.78,0.233
35.58546,20.79,0.227,35.5869,20.75,0.237,6.54,178.24,35.5884,20.79,0.224,35.5898,20.77,0.223,35.5913,20.81,0.219,6.74,244.57,35.5928,20.79,0.233
35.62715,20.81,0.24,35.6287,20.76,0.252,6.55,178.3,35.6301,20.79,0.232,35.6315,20.78,0.236,35.633,20.82,0.232,6.74,245.39,35.6345,20.79,0.242
35.66885,20.81,0.224,35.6703,20.77,0.243,6.55,179,35.6718,20.81,0.229,35.6732,20.8,0.222,35.6747,20.82,0.215,6.74,244.63,35.6762,20.8,0.232
35.71054,20.79,0.225,35.712,20.75,0.243,6.53,179.47,35.7135,20.79,0.227,35.7149,20.76,0.226,35.7164,20.8,0.221,6.74,246.33,35.7179,20.78,0.233
35.75225,20.78,0.237,35.7537,20.74,0.252,6.54,178.89,35.7552,20.78,0.232,35.7566,20.76,0.232,35.7581,20.8,0.226,6.74,246.74,35.7596,20.77,0.241
35.79395,20.8,0.229,35.7954,20.76,0.243,6.54,179.12,35.7969,20.79,0.227,35.7983,20.77,0.223,35.7998,20.8,0.213,6.73,246.27,35.8013,20.77,0.233
35.83564,20.78,0.235,35.8371,20.76,0.248,6.54,179.41,35.8386,20.79,0.233,35.84,20.77,0.227,35.8415,20.82,0.223,6.74,246.21,35.843,20.79,0.233
35.87734,20.77,0.228,35.8788,20.73,0.243,6.54,179.53,35.8803,20.77,0.233,35.8817,20.76,0.226,35.8832,20.81,0.223,6.73,246.5,35.8847,20.77,0.233
35.91903,20.77,0.236,35.9205,20.72,0.251,6.54,179.41,35.922,20.76,0.233,35.9234,20.76,0.231,35.9249,20.78,0.221,6.74,246.33,35.9263,20.75,0.241
35.96073,20.79,0.226,35.9622,20.75,0.247,6.53,178.54,35.9637,20.78,0.233,35.9651,20.78,0.226,35.9666,20.81,0.223,6.73,246.39,35.968,20.79,0.233
36.00242,20.8,0.238,36.0039,20.75,0.25,6.53,179.36,36.0054,20.78,0.231,36.0068,20.76,0.231,36.0083,20.8,0.22,6.74,246.27,36.0097,20.77,0.24
36.04412,20.76,0.235,36.0456,20.73,0.243,6.53,179.18,36.0471,20.77,0.235,36.0485,20.75,0.233,36.05,20.77,0.214,6.73,244.57,36.0515,20.73,0.234
36.08582,20.79,0.245,36.0873,20.75,0.253,6.53,178.83,36.0888,20.78,0.243,36.0902,20.76,0.243,36.0917,20.79,0.223,6.73,245.51,36.0931,20.75,0.243
36.12751,20.81,0.244,36.129,20.77,0.252,6.53,178.77,36.1305,20.79,0.237,36.1319,20.77,0.238,36.1334,20.81,0.227,6.73,245.21,36.1348,20.76,0.242
36.1692,20.76,0.242,36.1707,20.72,0.251,6.53,178.48,36.1721,20.77,0.24,36.1736,20.75,0.234,36.175,20.79,0.221,6.73,244.57,36.1765,20.75,0.241
36.21097,20.8,0.245,36.2124,20.75,0.254,6.53,178.07,36.2139,20.78,0.243,36.2153,20.77,0.243,36.2168,20.81,0.223,6.73,244.57,36.2182,20.77,0.246
36.25274,20.78,0.234,36.2542,20.74,0.252,6.53,178.59,36.2557,20.78,0.233,36.2571,20.76,0.233,36.2586,20.8,0.222,6.73,244.57,36.2601,20.76,0.244
36.29443,20.78,0.235,36.2959,20.73,0.253,6.53,178.54,36.2974,20.77,0.243,36.2988,20.75,0.234,36.3003,20.79,0.223,6.73,244.57,36.3018,20.75,0.249
36.33613,20.79,0.237,36.3376,20.73,0.246,6.53,178.36,36.3391,20.77,0.243,36.3405,20.75,0.243,36.342,20.78,0.223,6.73,244.69,36.3435,20.74,0.247
36.37784,20.78,0.24,36.3793,20.73,0.253,6.52,178.65,36.3808,20.76,0.243,36.3822,20.73,0.234,36.3837,20.77,0.223,6.73,244.57,36.3852,20.72,0.248
36.41956,20.82,0.231,36.4211,20.75,0.243,6.53,179.82,36.4225,20.79,0.239,36.4239,20.75,0.232,36.4254,20.79,0.222,6.73,245.86,36.4269,20.74,0.249
36.46126,20.8,0.236,36.4627,20.75,0.256,6.55,180.29,36.4642,20.79,0.243,36.4656,20.77,0.236,36.4671,20.8,0.224,6.73,244.75,36.4686,20.76,0.247
36.50296,20.77,0.242,36.5044,20.74,0.251,6.54,178.83,36.5059,20.76,0.24,36.5073,20.76,0.239,36.5088,20.79,0.223,6.73,245.92,36.5103,20.75,0.25
36.54465,20.8,0.236,36.5461,20.73,0.244,6.54,178.65,36.5476,20.77,0.234,36.549,20.76,0.233,36.5505,20.79,0.223,6.73,244.63,36.552,20.75,0.253
36.58635,20.79,0.235,36.5878,20.75,0.244,6.53,178.77,36.5893,20.77,0.233,36.5907,20.75,0.233,36.5922,20.79,0.219,6.73,245.51,36.5937,20.74,0.253
36.62806,20.8,0.235,36.6296,20.75,0.243,6.53,179,36.631,20.76,0.235,36.6324,20.74,0.233,36.6339,20.8,0.213,6.73,246.33,36.6354,20.75,0.243
36.66975,20.78,0.245,36.6712,20.74,0.253,6.54,178.42,36.6727,20.76,0.243,36.6741,20.75,0.233,36.6756,20.79,0.223,6.73,246.33,36.6771,20.73,0.254
36.71145,20.8,0.238,36.7129,20.75,0.253,6.52,179.24,36.7144,20.77,0.243,36.7158,20.75,0.237,36.7173,20.79,0.224,6.73,246.33,36.7188,20.73,0.254
36.75314,20.77,0.245,36.7546,20.72,0.253,6.52,179.41,36.7561,20.75,0.243,36.7575,20.73,0.243,36.759,20.78,0.227,6.73,246.33,36.7605,20.72,0.263
36.79484,20.77,0.243,36.7963,20.74,0.253,6.53,179.3,36.7978,20.77,0.245,36.7992,20.76,0.235,36.8007,20.8,0.223,6.72,247.09,36.8022,20.73,0.263
36.83654,20.76,0.244,36.838,20.73,0.261,6.53,179.65,36.8395,20.76,0.244,36.8409,20.73,0.242,36.8424,20.78,0.222,6.73,246.33,36.8439,20.72,0.262
36.87823,20.79,0.245,36.8797,20.74,0.253,6.52,179.53,36.8812,20.78,0.243,36.8826,20.77,0.243,36.8841,20.79,0.233,6.72,246.33,36.8856,20.73,0.265
36.91993,20.79,0.245,36.9214,20.73,0.253,6.53,179.53,36.9229,20.76,0.243,36.9243,20.72,0.234,36.9258,20.76,0.233,6.73,246.56,36.9273,20.69,0.263
36.96163,20.81,0.244,36.9631,20.75,0.252,6.52,179.3,36.9646,20.77,0.242,36.966,20.76,0.236,36.9675,20.8,0.232,6.72,246.33,36.9689,20.72,0.264
37.00332,20.77,0.243,37.0048,20.71,0.251,6.52,178.89,37.0063,20.75,0.242,37.0077,20.73,0.241,37.0092,20.77,0.231,6.73,247.21,37.0106,20.71,0.264
37.04502,20.79,0.245,37.0465,20.76,0.253,6.53,178.71,37.048,20.8,0.243,37.0494,20.79,0.243,37.0509,20.83,0.223,6.73,246.33,37.0523,20.75,0.265
37.08671,20.8,0.236,37.0882,20.74,0.26,6.52,178.71,37.0896,20.78,0.242,37.0911,20.77,0.242,37.0926,20.8,0.222,6.73,246.39,37.094,20.72,0.262
37.1284,20.76,0.245,37.1299,20.71,0.253,6.52,178.77,37.1313,20.76,0.243,37.1328,20.75,0.236,37.1343,20.79,0.224,6.73,246.39,37.1357,20.74,0.264
37.17012,20.81,0.245,37.1716,20.77,0.253,6.52,178.48,37.1731,20.8,0.244,37.1745,20.77,0.243,37.176,20.81,0.224,6.73,246.91,37.1774,20.73,0.266
37.21181,20.78,0.244,37.2133,20.74,0.252,6.52,178.77,37.2148,20.77,0.248,37.2162,20.75,0.242,37.2177,20.8,0.222,6.73,246.33,37.2191,20.73,0.265
37.25351,20.79,0.239,37.255,20.73,0.263,6.52,178.95,37.2565,20.75,0.243,37.2579,20.74,0.238,37.2594,20.79,0.22,6.72,246.33,37.2608,20.71,0.274
37.29521,20.78,0.245,37.2967,20.74,0.26,6.52,179.41,37.2981,20.77,0.243,37.2996,20.74,0.243,37.3011,20.79,0.223,6.73,246.74,37.3025,20.71,0.264
37.3369,20.8,0.245,37.3384,20.74,0.258,6.51,178.71,37.3398,20.78,0.244,37.3413,20.76,0.243,37.3428,20.8,0.223,6.73,248.09,37.3442,20.71,0.273
37.3786,20.76,0.245,37.3801,20.72,0.26,6.52,179.65,37.3815,20.77,0.243,37.383,20.75,0.233,37.3845,20.81,0.223,6.73,247.03,37.3859,20.72,0.274
37.42029,20.78,0.245,37.4218,20.73,0.262,6.52,179.36,37.4232,20.77,0.243,37.4247,20.75,0.237,37.4262,20.8,0.215,6.72,248.03,37.4276,20.72,0.264
37.47122,20.76,0.245,37.4727,20.71,0.253,6.51,179.24,37.4742,20.75,0.243,37.4756,20.74,0.233,37.4771,20.79,0.214,6.72,248.09,37.4785,20.72,0.266
37.51291,20.81,0.241,37.5144,20.76,0.249,6.52,179.82,37.5158,20.81,0.231,37.5173,20.78,0.229,37.5188,20.82,0.219,6.72,248.09,37.5202,20.73,0.27
37.55461,20.78,0.245,37.5561,20.76,0.253,6.52,178.71,37.5575,20.76,0.239,37.559,20.76,0.233,37.5605,20.81,0.223,6.73,248.09,37.5619,20.71,0.263
37.59631,20.77,0.242,37.5978,20.74,0.253,6.51,178.48,37.5992,20.77,0.243,37.6007,20.76,0.233,37.6022,20.8,0.214,6.73,248.09,37.6036,20.73,0.264
37.638,20.77,0.245,37.6395,20.73,0.255,6.52,179.24,37.6409,20.76,0.238,37.6424,20.74,0.225,37.6439,20.79,0.213,6.73,246.33,37.6453,20.71,0.264
37.67971,20.79,0.245,37.6812,20.73,0.253,6.52,179.12,37.6827,20.78,0.233,37.6841,20.76,0.234,37.6856,20.81,0.223,6.73,246.33,37.687,20.74,0.264
37.7214,20.77,0.248,37.7229,20.73,0.262,6.52,179,37.7243,20.76,0.246,37.7258,20.74,0.242,37.7273,20.79,0.226,6.72,247.44,37.7287,20.7,0.27
37.7631,20.79,0.248,37.7646,20.75,0.262,6.51,178.65,37.766,20.78,0.242,37.7675,20.75,0.242,37.769,20.81,0.232,6.72,247.62,37.7704,20.72,0.272
37.80477,20.78,0.251,37.8062,20.73,0.262,6.51,179.53,37.8077,20.78,0.242,37.8091,20.76,0.242,37.8106,20.82,0.225,6.72,247.03,37.812,20.75,0.272
37.84653,20.77,0.249,37.848,20.73,0.267,6.52,179.36,37.8494,20.77,0.247,37.8509,20.74,0.237,37.8524,20.78,0.223,6.72,246.33,37.8538,20.69,0.272
37.88826,20.76,0.25,37.8897,20.73,0.254,6.51,179.36,37.8912,20.77,0.235,37.8926,20.75,0.233,37.8941,20.78,0.223,6.72,247.03,37.8955,20.7,0.265
37.93014,20.76,0.246,37.9316,20.72,0.26,6.5,178.89,37.933,20.77,0.243,37.9345,20.74,0.236,37.9359,20.8,0.223,6.72,246.33,37.9374,20.72,0.269
37.97175,20.75,0.246,37.9732,20.73,0.263,6.51,178.89,37.9747,20.78,0.234,37.9761,20.74,0.233,37.9776,20.8,0.22,6.72,246.86,37.979,20.72,0.263
38.01351,20.77,0.246,38.015,20.73,0.254,6.51,178.83,38.0164,20.78,0.236,38.0179,20.76,0.235,38.0194,20.81,0.223,6.72,246.33,38.0208,20.73,0.265
38.05521,20.77,0.245,38.0567,20.73,0.256,6.5,178.65,38.0581,20.77,0.234,38.0596,20.74,0.233,38.0611,20.79,0.223,6.72,246.33,38.0625,20.71,0.263
38.09691,20.76,0.249,38.0984,20.72,0.259,6.5,179.12,38.0999,20.77,0.24,38.1013,20.74,0.236,38.1028,20.8,0.223,6.72,246.33,38.1042,20.73,0.274
