,AceTB0,AceTB1,AceTB2,AceTB3,AceTB4,AceTB5,AceTC0,AceTC1,AceTC10,AceTC14,AceTC2,AceTC3,AceTC4,AceTC5,AceTC7,C12T18,C12T25,C12TB0,C12TB1,C12TB2,C12TB3,C12TB4,C12TB5,C12TC0,C12TC1,C12TC10,C12TC14,C12TC2,C12TC3,C12TC4,C12TC5,C12TC7,EthTB0,EthTB1,EthTB2,EthTB3,EthTB4,EthTB5,EthTC0,EthTC1,EthTC10,EthTC14,EthTC2,EthTC3,EthTC4,EthTC5,EthTC7,GluT18,GluT25,GluTB0,GluTB1,GluTB2,GluTB3,GluTB4,GluTB5,GluTC0,GluTC1,GluTC10,GluTC14,GluTC2,GluTC3,GluTC4,GluTC5,GluTC7,MetTB0,MetTB1,MetTB2,MetTB3,MetTB4,MetTB5,MetTC0,MetTC1,MetTC10,MetTC14,MetTC2,MetTC3,MetTC4,MetTC5,MetTC7,XylTB0,XylTB1,XylTB2,XylTB3,XylTB4,XylTB5,XylTC0,XylTC1,XylTC10,XylTC14,XylTC2,XylTC3,XylTC4,XylTC5,XylTC7
46b3406ef4b0f624f7f0fd5407cf9a95,0.015144886,0.106960733,7.8223745,2.027603165,0.465180758,0.620679108,0,0,0,0,0,0.004837602,0,0,0,1.674935056,0,0,0.075881945,11.11823471,7.409706873,0.140606644,0.070718826,0.001295144,0,0,0.038131696,0.028768498,0.009938514,0.00437295,0,0,0.040572245,0.184929346,13.37108872,2.643110143,0.249280791,2.983302536,0.005028411,0,0,0,0.006163286,0.00417686,0,0,0,0.004445202,0,0.009272997,0.115346038,14.99532176,2.668062061,0.120126486,0.042945823,0,0.003717092,0,0.002815395,0.006790974,0,0,0,0.003208084,0.008000768,0.135944481,21.43674238,4.701076759,0.206395823,0.207920957,0.006508722,0,0.006938783,0,0,0.003240651,0,0,0,0,0.032090166,4.382802387,3.146201886,0.108401084,0.204830653,0,0.005756106,0,0,0,0.003472855,0.002688871,0,0
e96be20c155b93c31a23ea5cc2fd01cd,0,0,0,0,0,0.040077835,0.244423097,1.068763864,8.590034904,15.20038942,1.631833769,1.580928239,2.489060845,2.406730711,7.534962825,0.007502509,0.090412542,0,0,0,0,0.030526442,0.020589025,1.139726595,1.229896577,6.064758248,9.899287461,1.373169517,1.144254214,1.044510386,3.117886243,1.908236738,0,0,0,0,0.009432246,0.067726319,0.44321847,0.503027298,0.393007706,0.560674328,0.396504732,0.285219882,0.268843725,0.2315646,0.125315088,0,0,0.006181998,0,0,0,0,0,0.496875781,0.256479356,2.134658156,2.652101692,0.482159142,0.444390617,0.629904832,0.927800097,0.789188756,0,0,0,0,0.01957905,0.009980206,0.027662067,0.023029493,1.233368605,1.422193312,0.046084749,0.092358546,0.130082465,0.518301944,1.053357694,0.020930354,0,0,0,0.018344799,0.024366472,0.132087629,0.117589014,2.184600844,4.151983914,0.394140943,0.51311437,0.156850795,0.22911603,0.580320892
fc169a62076539bcbb44364586da6a81,0,0,0,0.018838367,3.399002891,16.65128592,0.018144946,0.030248034,0.010541357,0.017307588,0.028807999,0.022252968,0.01381788,0.008135428,0.029877846,7.583160619,2.448595343,0,0,0,0.055463117,19.18540651,15.55187539,2.275567759,1.858480082,2.341595392,0.485992209,1.113551366,0.867963532,0.524754022,0.88858188,0.282845242,0,0,0,0.022517862,0.91223295,2.518415706,0.870633364,0.814238739,0.084160786,0.036703286,0.577979264,0.317441375,0.182517758,0.121644695,0.064818149,0.27560251,0.014032257,0,0,0,0.022065731,0.942757374,0.204318007,4.125968508,2.384514594,0.109928504,0.104169599,2.664972157,1.380685312,0.880261912,0.455166603,0.025664675,0,0,0,0.014433763,0.828846468,0.546416274,0.728976829,0.161949335,0.069387826,0.036959286,0.10701035,0.096409359,0.077572112,0.144922033,0.099431995,0,0,0,0.039611971,5.607671461,4.445358187,0.100676546,0.176794671,0.024043045,0.028867786,0.141170674,0.159751344,0.043918222,0.025263745,0.020300731
fbc59ceaed3195e704bfa8c234e92efe,11.77599031,1.753553431,0.01888485,0,0.06212679,0.484625404,0,0,0,0,0,0,0,0,0,0,0,5.816057182,2.231221043,0.022008727,0.014072731,0,0.047444275,0.001942716,0,0.004363763,0,0,0,0,0,0.007103419,9.527421546,2.552024976,0.011593262,0,0.016169565,0.130435873,0,0.001957305,0,0,0,0,0,0,0,0,0,3.573194857,1.664994985,0.017326818,0.018913483,0.013543672,0.333155477,0,0,0,0,0,0,0,0,0,10.2249816,3.046867573,0.010574178,0.008660258,0,0.108118898,0,0,0,0,0,0.001620325,0,0,0,6.85730731,1.66555786,0.014768611,0.021913005,0.025015635,0.093658626,0,0,0,0,0,0.004341069,0,0,0
c7d5a0b6f33de55db33b5cf13f49da1f,4.548514118,0.432362401,0.011465802,0.008923437,0.018484004,0.100194588,0,0,0,0,0,0,0,0,0,0,0,8.523890026,0.764656525,0.025836332,0.02897327,0.059202797,0.193357801,0,0,0,0,0,0,0,0,0.007749185,5.223235548,0.524329087,0.014491577,0.018866317,0.02155942,0.224918269,0,0,0,0,0,0,0,0,0,0,0,10.29611771,0.475593447,0.023564473,0.008826292,0.017076804,0.012363192,0,0,0,0,0,0,0,0,0,6.731846257,0.713946193,0.042296711,0.012990387,0.013868494,0.035762405,0,0,0,0,0,0,0,0,0,7.702370363,0.648064806,0.013899869,0.012642118,0.08171774,0.149244639,0,0,0.007461635,0,0,0,0,0,0
fbc540eeabaebbbcb4e9ebecfaf2f073,0,0,0,0.001982986,0,0,0,0,0.010541357,0.117907945,0,0,0,0.002033857,0,0,0,0,0,0,0,0,0,0.001295144,0,0.022691569,0.026168811,0.006315036,0.003975405,0.001874122,0.00863463,0.0167899,0,0,0,0,0,0,0.002155033,0,0.003088469,0.026578241,0.002054429,0.002386777,0,0,0,0,0,0,0,0,0,0.001177711,0,0.021994501,0.010222003,0,0,0,0,0,0,0,0,0,0,0,0,0,0.459678469,0.637396924,6.527659722,4.139439993,1.244288225,1.90712295,2.493645054,5.180488052,7.428191456,0,0,0,0.002528424,0.004169272,0.003045809,0,0.002466902,11.93281212,10.80451532,0.003789817,0.009550352,0.023303547,0.063594944,1.223644051
67ca51316eef6b2c724576f1784f8fcd,4.004980985,0.355531452,0,0.013385155,0.019510893,0.131834985,0,0,0,0,0,0,0,0,0,0,0,8.532787615,0.694611652,0.018181122,0,0.059202797,0.220213052,0,0,0,0,0,0,0,0,0,4.946285876,0.486255398,0.011593262,0.015823363,0.04311884,0.302678116,0,0,0,0,0,0,0,0,0,0,0,10.18484174,0.323470411,0.019406037,0.010717641,0.01884337,0.016267357,0,0,0,0,0,0,0,0,0,6.160591417,0.486738283,0,0.005051817,0.014684288,0.029108934,0,0,0,0,0,0,0,0,0,6.695097065,0.479004422,0,0.01601335,0.065874505,0.121832359,0,0,0,0,0,0,0,0,0
cae834c0c8ece68298a10b0d9ef11ed6,5.406724329,0.091142597,0.001348918,0,0,0,0,0,0.002342524,0,0,0,0,0.002033857,0,0,0,6.77996263,0.157600963,0,0,0,0,0.001942716,0,0,0,0,0,0,0,0,3.919631675,0.097903771,0,0,0.002021196,0,0,0,0,0,0,0,0,0,0,0,0,5.087784372,0.1370779,0,0,0,0,0,0,0,0,0,0,0,0,0,4.651646558,0.203441392,0,0,0,0,0,0.001485774,0,0,0,0,0,0,0,5.410496573,0.089226314,0,0,0.002501563,0,0,0,0,0,0,0,0,0,0
7744dfc55a8a5b71f0c50ad9092a6910,3.188839902,2.922589052,0.050584419,0.184417696,0.265964275,0.738275915,0,0,0.011712619,0.011898967,0,0.008707683,0.011054304,0,0.017237219,0.027196594,0.008388793,2.589198327,3.791178724,0.084207303,0.146521966,0.593878061,0.511144929,0.014894154,0.01636226,0.254843777,0.178695597,0.014735084,0.013913919,0.02873653,0.204091244,0.301572439,3.683254247,2.485667976,0.105498684,0.14727899,0.555155059,1.484962249,0.004310066,0,0.004632704,0,0.004108857,0,0.016443041,0,0,0.017780807,0,3.699925816,2.698094283,0.156634439,0.941261025,8.798676253,2.826615999,0,0,0,0,0,0,0,0,0,2.973085416,2.371898469,0.084593423,0.491469646,5.18844836,7.724679386,0,0,0.043367391,0.156707371,0,0,0,0.019618267,0.067738046,2.618910575,1.534849137,0.030405963,0.092708869,0.319366271,0.16295078,0,0,0.019897693,0.025881463,0,0,0,0.015680945,0.011200403
f19bad1c62889e65ce10b474d217ad40,1.398377814,6.0342425,0.084307364,0.209205021,0.284961723,0.733529855,0,0,0,0,0,0,0,0,0,0.01312939,0,1.628258742,6.487176681,0.142578275,0.158939082,0.312664773,0.234535852,0,0,0,0,0,0,0,0,0,1.564677451,4.317556322,0.142017459,0.135715764,0.369878796,1.010878017,0,0,0,0,0,0,0,0,0,0,0,1.894782394,5.75225677,0.162179021,0.221287756,0.385700237,0.654598457,0,0,0,0,0,0,0,0,0,1.489743015,2.700827075,0.095167601,0.24104385,0.159079785,1.707446897,0,0,0,0,0,0,0,0,0,1.200879075,2.727664071,0.050387024,0.15254823,0.395247029,0.274122807,0,0,0,0,0,0,0,0,0
daa79e85e79ce738671891283821b23d,0.060579544,0.799192522,0.083632906,0.242915783,0.238238269,1.38848606,0,0,0,0,0,0,0,0,0,0.007502509,0.021438025,0,1.087884426,0.204776851,0.179634275,0.528199957,0.794020231,0,0,0.016582301,0,0,0,0,0.080851531,0.00839495,0.063504384,0.78866927,0.175637919,0.186228806,0.449379156,2.515071196,0,0,0,0,0,0.007160332,0,0.018319984,0,0,0,0.108184965,0.766466065,0.345150224,1.013132262,11.09638973,63.89557658,0,0.011151276,0,0,0,0,0,0,0,0.064006145,0.564692461,0.119199823,0.326203054,2.801435797,42.84751909,0,0,0,0,0,0,0,0,0,0.060174768,0.926701366,0.133786237,0.278126607,0.656243486,0.526163499,0.020135309,0,0,0,0,0,0,0,0
923fc4c1a3c40e8ee3a455a2e54fbfff,0,0,0,0,0,0,1.010780233,2.336940691,0,0,0.170989415,0.023220488,0.007369536,0.016270856,0.275795498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004057642,0,0,0,0,0.035883919,0.009265408,0,0.029446811,0.034011576,0.022198106,0.043235163,0.138278718,0.003704335,0.141199583,0,0,0,0,0,0,0.009997501,0.049251471,0,0,0.231863249,2.060779966,29.68416491,51.14716369,0,0,0,0,0,0,0,1.322897683,0.024515266,0,0,0,0,0,0,0,0,0,0,0,0,0,1.649484536,1.798371844,0.013265128,0.058731012,2.431167453,14.6649997,0.166709987,0.025263745,0.011200403
05c5732b831fef94e68398c8c9b441c9,6.774812372,0.851919644,0.009442425,0.037180987,0.041075564,0,0,0,0,0,0,0,0,0,0,0,0,1.696473589,0.623837146,0.03253464,0,0.022201049,0.017008325,0,0,0,0,0,0,0,0,0.004520358,5.759494787,1.107400437,0.033040797,0.025560816,0.105102171,0.017558675,0,0,0,0,0,0,0,0,0,0,0,1.369312562,2.186559679,0.055445819,0.018283034,0.14485841,0,0,0,0,0,0,0,0,0,0,6.050180817,1.72925183,0.033645111,0.049074796,0.071789852,0.015801993,0,0,0,0,0,0,0,0,0,2.624143164,0.127577975,0,0,0,0,0,0,0,0,0,0,0,0,0
0e8b3dc00ca97702cb7ac2e86e555557,7.291421263,0.271921301,0.005395671,0.003965972,0.018484004,0.074354931,0,0,0,0,0,0,0,0,0,0,0,3.879348697,0.323957535,0.006698308,0.002483423,0,0.031331125,0,0,0,0,0,0,0,0,0.003874592,6.876113532,0.231705592,0.003477979,0,0.009432246,0.032608968,0,0,0,0,0,0,0,0,0,0,0,2.516073195,0.215646941,0.004851509,0.001260899,0.009421685,0.034486797,0,0,0,0,0,0,0,0,0,7.701539348,0.296606141,0.004806444,0,0.002447381,0.047405978,0,0,0,0,0,0,0,0,0,3.471822511,0.377255117,0.00955616,0.010113695,0.020846362,0.060154727,0,0,0,0,0,0,0,0,0
f7e8ddeb6d6ab6d068f03cc6cdd317a2,0.010096591,0.045194676,0.169963647,0.022804339,0.007188224,0.006855419,0,0,15.23577502,30.78262751,0,0,0,0,0.12640627,0.021569712,0,0.038556218,0.030644632,0.164587001,0.059602156,0,0,0,0.004090565,4.753010997,1.007125393,0.008420048,0.003975405,0,0,8.537018501,0.019404117,0.059830083,0.081152834,0.014606181,0.002694927,0.009197401,0,0.00130487,0,0,0,0,0,0,0,0,0.011401209,0.049455984,0.052657974,0.112277784,0.021435281,0,0.00455486,0,0,0,0,0.031044452,0.012111275,0.004012133,0,0,0.014401383,0.022815857,0.053832178,0.013712075,0.002447381,0,0,0.001485774,0,0,0,0,0,0.003797084,0.0062145,0.023546649,0.056353461,0.131180012,0.047197242,0,0,0,0,0,0.152302455,0,0,0,0,0
7e7d9b6e08ad4ed61273211699baee69,0,0,0,0,0,0,0,0,0.073789501,4.893720591,0,0,0,0,0,0.480160554,0,0,0,0,0,0,0,0.006475719,0.007499369,4.343689998,6.948193231,0,0.004637973,0,0.022764023,0.340964128,0,0,0,0,0,0,0.296676221,0.105694452,0.004632704,0,0.018489858,0.00417686,0,0,0.007922218,0,0,0,0,0,0,0,0,0,0,0,0,0.003880556,0.010248002,0.010431545,0,0,0,0.006654625,0,0,0,0,0.005695131,0,21.34716464,37.21208716,0,0,0.00417696,0.137327866,3.493791715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c896f589fe8122f53922dec0f3b818cd,0.021875947,0,0,0,0.001540334,0,0,0.005601488,0,0,0,0,0,0.004067714,0,0,0,0,0,0.003827605,0,0,0,0.003885432,0,0,0,0,0,0.004997657,0,0,0,0,0,0,0,0,0,0,0,0,0.008217715,0,0,0,0.005041412,59.56199945,0,0,0,0.006930727,0,0,0.003253471,0.007998,0.008363457,1.850889228,61.18133956,0,0,0.070613535,0.006164785,0.141957733,0.009600922,0,0,0,0.005710556,0,0,0,0.010408174,0,0,0.004860976,0,0,0.0012429,0,0,0.005212451,0,0,0,0,0,0.020726763,6.575882458,0,0.008682138,0,0.000871164,0.002800101
72ceb780c4a419f55a1839f39a95d20a,0.339918554,0.662102004,0.011465802,0.11451744,4.657455472,5.324551366,0,0,0,0,0,0,0,0,0,0,0,0.444879438,0.667615191,0.008612111,0.165561543,2.128525573,1.28905201,0,0,0,0,0,0,0,0,0,0.536259239,0.700555876,0.010433936,0.210572441,2.067683103,5.424794522,0,0,0,0,0,0,0,0,0,0,0,1.174579624,0.865095286,0.023564473,0.291898094,1.904946974,0.444424201,0,0,0,0,0,0,0,0,0,0.476845777,0.61602814,0.011535467,0.211454635,1.567139827,1.249189108,0,0,0,0,0,0,0,0,0,0.504944796,0.740421868,0.010424902,0.11630749,1.515947467,0.999025341,0,0,0,0,0,0,0,0,0
3fd6c347c11a5b617aa14d287da36e43,0.013462121,0.091142597,3.822833132,0.319756489,0.105769576,0.168748781,0,0,0,0,0,0,0,0,0,0,0,0,0.095582066,5.166309424,1.388233541,0.035151661,0.0322263,0,0,0,0.005233762,0,0,0,0,0,0,0.096815952,2.516897179,0.230047348,0.046487499,0.229935033,0,0,0,0,0.004793667,0,0,0,0,0,0,0,0.132062855,4.983886059,0.60460102,0.032387043,0.029931937,0,0,0,0.005630789,0,0,0,0,0,0,0.148303071,2.883866688,0.45827199,0.012236907,0.019128728,0,0,0,0,0,0.004860976,0,0,0,0,0.171408445,12.87562224,1.962056788,0.07421305,0.305342349,0,0,0,0,0,0,0,0,0
96c756a8bbb8ea9aaba180b9a5fd6444,0,0,0,0,0,0.005800739,0.850677767,2.475857588,1.941952259,1.884363676,1.799106023,1.009123717,1.006862881,1.613526505,5.379161352,0.030010035,0.337415879,0,0,0,0,0,0,0.237658898,0.486095487,0.067201955,0.056076024,0.625890245,0.398865684,0.239887553,0.184467086,0.407477963,0,0,0,0,0,0,0.142232183,0.082859231,0.032428927,0.008859414,0.063687289,0.029834716,0.026308866,0.027113577,0.018725243,1.266882506,1.575997825,0.009272997,0,0,0.001260899,0,0,0.517870532,0.405163041,0.103963391,0.103231135,0.779991851,0.681026291,0.4565807,0.496265168,0.18366283,0,0,0,0,0,0,0.601243166,0.94123765,1.063368432,0.97424677,0.56473345,0.723475274,0.745288986,1.577688335,1.039685795,0.013081471,0,0,0.003371232,0,0.007614522,0.008859536,0.004933805,0.26696071,0.303609469,0.074848881,0.087689596,0.077080962,0.088858689,0.061602218
4a03adafa93d3053366fde81669d4c1c,0.074041665,1.412333627,0.253596552,0.352971504,1.403243943,0.153983262,0,0,0,0,0,0.003870081,0,0,0,18.95321248,0.175232556,0.077112436,0.89234249,0.450700452,0.539730631,0.499523602,0.04833945,0.011008723,0,2.12777099,2.441176251,0,0,0.004997657,0.138154073,0.661263763,0.044100266,1.277100308,0.326350325,0.268388573,1.391256308,0.189800918,0.255730592,0.17093794,0.035517396,0,0.194485913,0.072796706,0.083859511,0.04616636,0.119553475,0.015558206,0,0.089638971,1.522066199,0.526042208,0.609644616,1.250728708,0.093049284,0,0,0,0,0.027163895,0.004658183,0.003209706,0,0,0.059205684,1.476376081,0.288386669,0.29228371,0.330396476,0.116435736,0,0,0,0,0,0,0,0.003797084,0,0.083721417,0.96427034,0.224135385,0.33290912,0.913070669,0.197216131,0.002416237,0.001644602,0,0,0.002842363,0,0,0.003484654,0
fe8ecaf6c385a878bee7096c51125295,0,4.562402549,5.178495552,1.89821333,0.623835123,0.586929352,0,0,0,0,0,0,0,0,0,0,0,0,2.890080625,4.373995254,2.195346065,0.141531687,0.093993376,0,0,0,0.004486082,0,0,0,0,0,0,3.345045525,4.261103447,2.134328177,0.325412492,0.292644587,0,0,0,0,0,0,0,0,0,0,0,0,2.837679706,3.397442562,0.846063158,0.068896073,0.027979855,0,0,0,0,0,0,0,0,0,0,3.351079,3.864381363,1.42605583,0.110947952,0.055722816,0,0,0,0,0,0,0,0,0,0,2.085078073,2.539332285,2.326149801,0.366895977,0.338846248,0,0,0,0,0,0,0,0,0
9906c629d9eba14db577c3ec338afafe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072528056,0.059994955,0.64932798,0.525619266,0.081393799,0.100710272,0.126815555,0.464700064,0.269929934,0,0,0,0,0,0,0.977666674,0.543478261,14.54668993,3.372905381,0.495117308,0.510173638,0.754735596,0.827330485,2.002160605,0,0.002631048,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006164785,0,0,0,0,0,0,0,0,0,0,0.008870229,0,0,0,0,0,0,0,0,0,0,0,0.005637887,0.002466902,0,0.035835872,0,0.004341069,0.004481451,0,0
541aeda1c8e127e321a70e8b0ebb5732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.503605893,6.220755737,0,0,0,0,0,0,0.150236688,0.102945889,0.053237912,0.135330138,0.108758955,0.28490406,0.799000469,1.264580749,0.690968971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027029837,0,0,0,0,0,0,0,0,0.007453092,0,0,0,0,0,0,0,0,0,0.018712575,0.002971547,0,0,0,0,0,0,0,0,0.0180018,0,0,0,0,0,0,0,0,0,0,0,0,0
8836e7175dad36aa23c94614e819d068,0,0.051220633,0.036420781,0.019334113,0.031320117,0.076464291,0,0,0,0,0,0,0,0,0,13.34227382,0.067110341,0,0.091933895,0.097603919,0.066224617,0.04995236,0.076089876,0,0,0,0,0,0,0,0,0,0,0.132714001,0.042315406,0.023735044,0.036381521,0.173914498,0,0,0,0,0,0,0,0,0,0,0,0,0.075225677,0.394358388,0.111589552,0.068307218,0.055309015,0,0,0,0,0.029104174,0,0,0,0,0,0.0798555,0.098051467,0.064230247,0,0.054891133,0,0,0,0,0,0,0,0,0,0,0.108010801,0.079055504,0.074167095,0.045861997,0.123355263,0,0,0,0,0,0,0,0.006098145,0
80f3e7582cfd9bed20d88efecd9c8f4d,0,0.018831115,0,0.005948958,0.002567223,0.007382759,0,0,0,0,0,0,0,0,0,19.51590063,0,0,0.022618657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015229476,0.001159326,0,0.004042391,0.010869656,0,0,0,0,0,0,0,0,0,0,0,0,0.023403544,0,0.009456742,0.021787647,0,0,0,0,0,0.040745843,0,0,0,0,0,0.017111893,0,0,0.008157938,0,0,0,0,0,0,0,0,0,0,0,0.025045983,0,0,0,0,0,0,0,0,0,0,0,0,0
Other,35.44576448,21.78232738,7.432537247,6.032739099,6.86680735,17.80985176,3.107055182,4.099168739,7.87322261,8.098869598,3.05550651,3.203459853,2.922942287,3.422981228,10.1297388,2.051936116,4.253117835,30.90725747,23.90864981,9.701064074,6.283888378,4.702922213,7.115746128,4.972057271,4.747100812,3.769418747,3.30026094,4.642253205,3.815064137,3.668280494,6.387270986,5.958477285,31.42055778,22.60054173,8.199334547,6.12303273,6.238757099,21.94834405,4.002614773,3.171485986,2.476952299,3.202045259,3.498007204,2.614714482,2.119508024,2.496647443,1.535469932,5.20014521,4.973557966,28.47119189,21.50869274,10.00450497,5.809591658,8.432408242,15.52556578,2.659335166,2.905836764,3.001303803,5.074279494,4.707115,6.702193072,4.98066152,6.620978762,3.772707222,34.23048613,21.48588269,8.085400906,6.183424266,4.090389949,11.4314942,3.600136683,3.659460664,2.922962166,3.122320452,4.173403632,3.4755979,3.293831227,4.18944917,3.850503996,33.58275339,21.33448127,7.694446134,8.016788733,7.489681051,14.96253655,2.865657216,3.70117589,7.237785718,3.701049195,8.268432721,9.541669922,5.429726363,4.007352621,3.392322124